battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-754510_K,K2-3NiPCO7,K,"['Ni', 'P', 'C', 'O']",K2NiPCO7,K3NiPCO7,0.008331446018421,3.925782073,80.97893341713794,317.9056450996608,0.023596074374998003,0.0,"['mp-bsadj', 'mp-bqydq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755542_K,K1-2TiPCO7,K,"['Ti', 'P', 'C', 'O']",KTiPCO7,K2TiPCO7,0.066135721142223,1.37284692299999,95.36405084471794,130.92024376698566,0.031905859204547,0.11233225026041802,"['mp-brzgu', 'mp-bqzri']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756910_K,K1-2CrPCO7,K,"['Cr', 'P', 'C', 'O']",KCrPCO7,K2CrPCO7,0.060199898922165006,3.912478458000002,93.98324777144859,367.7074323186693,0.04395096787879001,0.0,"['mp-cpavv', 'mp-brbry']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756790_K,K1-3CoPCO7,K,"['Co', 'P', 'C', 'O']",KCoPCO7,K3CoPCO7,0.18514034299053603,3.738860623000001,161.8406092655681,605.0994811853617,0.030420439545457003,0.003058261858974,"['mp-bsagc', 'mp-bsaep', 'mp-dlxzi', 'mp-dpwti', 'mp-dpwue', 'mp-brbni']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-756880_K,K1-2CePCO7,K,"['Ce', 'P', 'C', 'O']",KCePCO7,K2CePCO7,0.030183412084350002,2.330413622999991,71.79746486918866,167.31779022802053,0.032427690227271,0.033013370364584,"['mp-brbqu', 'mp-brzek']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755476_K,K1-3FePCO7,K,"['Fe', 'P', 'C', 'O']",KFePCO7,K3FePCO7,0.09169522878963801,3.345329572999993,163.3638175843878,546.5058101232289,0.022101209545454,0.0019295273076910002,"['mp-brulf', 'mp-bsaef', 'mp-dlqtg', 'mp-bqzou']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755031_K,K1-2PrPCO7,K,"['Pr', 'P', 'C', 'O']",KPrPCO7,K2PrPCO7,0.015085624838603002,4.088361002999996,71.64552470262092,292.9127692336682,0.08265978613636,0.037302936041663,"['mp-bqyxr', 'mp-brzdt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-772808_K,K1-2BiPCO7,K,"['Bi', 'P', 'C', 'O']",KBiPCO7,K2BiPCO7,0.026645890548929,4.448517422999991,60.61526847740406,269.6480779215541,0.056955478636365006,0.0,"['mp-cpavg', 'mp-brzfk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-769604_K,K1-3MnPCO7,K,"['Mn', 'P', 'C', 'O']",KMnPCO7,K3MnPCO7,0.162474510625765,3.343216270500001,163.81662214119547,547.6743965207954,0.0,0.0,"['mp-bsadk', 'mp-brume', 'mp-cpavl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-915_Y,Y1-3Cd,Y,['Cd'],YCd,Y3Cd,1.189935613230349,-0.054418516111111,424.15398912106025,-23.081830690576528,0.0,0.081627774166666,"['mp-bjf', 'mp-ckqjl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-215_Y,Y0-1Sb,Y,['Sb'],Sb,YSb,1.1831377855775,0.9462172122222221,381.66814144813543,361.1409647950915,0.328350750000001,0.0,"['mp-psw', 'mp-ih']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-998866_Y,Y0-1C,Y,['C'],C,YC,4.371499220196902,0.537078585555555,796.7418965084684,427.9130108296191,2.756672782499999,0.8888981074999981,"['mp-cevpy', 'mp-cevrc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-133_Y,Y0-1Sb,Y,['Sb'],Sb,YSb,0.8418841174187661,0.619496703888888,381.66814144813543,236.44215560651804,0.050482344999999006,0.35114656000000005,"['mp-cpczl', 'mp-fd', 'mp-cevrd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1019_Y,Y0.47-0.5Ni,Y,['Ni'],Y15Ni32,YNi2,0.007802395057717001,0.06670785888887301,24.359945517960675,1.624999808152769,0.0,0.005393703529412,"['mp-cqhqw', 'mp-bnf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-80_Y,Y0-0.5Sb,Y,['Sb'],Sb,YSb2,0.573276377851197,0.5347299388888881,241.87181422892255,129.33610044157635,0.290331829999999,0.49559157666666603,"['mp-dc', 'mp-cfyce']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-567597_Y,Y0-3Bi,Y,['Bi'],Bi,Y3Bi,2.325124616631372,0.15471914,507.07246122938943,78.45381511909451,0.049545179999999,0.148718935069445,"['mp-bghqr', 'mp-cppad']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-623511_Y,Y0-3Sn,Y,['Sn'],Sn,Y3Sn,3.08131728918542,0.11054851666666601,625.8331307875502,69.18492428941953,0.054256834999999004,0.278200298611111,"['mp-cgexp', 'mp-bjmjf', 'mp-ckgsu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1048365_Y,Y0.33-0.67CuO2,Y,"['Cu', 'O']",Y(CuO2)3,Y2(CuO2)3,0.006926098515822001,4.074805745555557,173.1189979549654,705.4262875317138,0.6917590588000121,0.328251103522738,"['mp-dbbkb', 'mp-chqvt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1045396_Y,Y0-0.5CoS2,Y,"['Co', 'S']",CoS2,Y(CoS2)2,0.25992067546463105,1.41732628222222,239.99016762115693,340.1443720443818,0.09849998916666701,0.197526494315473,"['mp-dbdgn', 'mp-chmmv', 'mp-chmlo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1045362_Y,Y0-0.5CrS2,Y,"['Cr', 'S']",CrS2,Y(CrS2)2,0.31270055506712,1.527311653888889,250.35786409866319,382.3744834806192,0.029461006666667,0.065350423333334,"['mp-decog', 'mp-dcbsm', 'mp-chmml', 'mp-chmkg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1018642_Y,Y0.33-0.5CuS,Y,"['Cu', 'S']",Y(CuS)3,Y(CuS)2,0.047421307427185005,0.040247152222223005,95.67588922473756,3.850682077624633,0.0,0.29681540699999404,"['mp-crfci', 'mp-cfywo']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-10533_Y,Y0.67-1CuS2,Y,"['Cu', 'S']",Y2(CuS2)3,YCuS2,0.029591254419934,2.363301846388891,123.74758616829571,292.4528988777017,0.19597516568181803,0.0,"['mp-cyyuu', 'mp-ppd', 'mp-szz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1042019_Y,Y0-0.5NiO2,Y,"['Ni', 'O']",NiO2,Y(NiO2)2,0.38487266493619104,3.6806764355555552,297.4744499148293,1094.9071979813632,0.45969367861111105,0.23432997776785502,"['mp-chhlr', 'mp-chmqw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1045354_Y,Y0-0.5VS2,Y,"['V', 'S']",VS2,Y(VS2)2,0.449392165102906,1.065731227222223,252.01295486911073,268.5780756685561,0.08818589750000001,0.260478072366067,"['mp-dbypi', 'mp-chmjy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1045356_Y,Y0-0.5MnS2,Y,"['Mn', 'S']",MnS2,Y(MnS2)2,0.34110963321595705,1.319757082222222,245.85361570473705,324.46705051626736,0.011561333333332001,0.042000259642857,"['mp-dawjk', 'mp-chmpg', 'mp-chmka']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1039157_Y,Y0-2MgCd,Y,"['Mg', 'Cd']",MgCd,Y2MgCd,1.0582686798396521,0.20051932888888901,511.2709846292818,102.5197147182251,0.248772124999999,0.007403234999999001,"['mp-chdfp', 'mp-cpoze']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1041988_Y,Y0-0.5CoO2,Y,"['Co', 'O']",CoO2,Y(CoO2)2,0.393102574070243,3.1795264622222232,296.9475604671912,944.1526263977679,0.25381203,0.180715994017867,"['mp-chhkm', 'mp-chmow']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1039025_Y,Y0-2MgCd,Y,"['Mg', 'Cd']",MgCd,Y2MgCd,18.18006679333085,-1.293160541111111,511.2709846292818,-661.1554631376126,0.560640674999999,2.403857315,"['mp-chdan', 'mp-ckjof']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1042613_Y,Y0-1W3O8,Y,"['W', 'O']",W3O8,YW3O8,0.08656375500572,2.184471317222221,104.63591989846151,228.57416576935103,0.090625669318182,0.07286197197916701,"['mp-chike', 'mp-chiin']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1048799_Y,Y0.33-0.67CuO2,Y,"['Cu', 'O']",Y(CuO2)3,Y2(CuO2)3,0.019984473298669002,4.019848568888888,173.1189979549654,695.9121561767461,0.657222272800011,0.311842346250012,"['mp-dacig', 'mp-chrml']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1330490_Y,Y0-1CrO3,Y,"['Cr', 'O']",CrO3,YCrO3,0.23618735752521003,4.040148288333333,425.64520693123677,1719.6697542205238,0.7854746949166671,0.157926261166666,"['mp-cxses', 'mp-cybud']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1330336_Y,Y0-1WO3,Y,"['W', 'O']",WO3,YWO3,0.154433869935956,2.98514795111111,250.68101321315757,748.3199129757146,1.218256453229167,0.389380055250002,"['mp-cxryu', 'mp-dahca']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1183648_Y,Y0-1Cd3Pd,Y,"['Cd', 'Pd']",Cd3Pd,Y10Cd3Pd,4.231673603132139,0.113355836722221,603.3146966623434,68.38924224697342,0.020901546939655003,0.0,"['mp-cpiyy', 'mp-cpwfd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1328802_Y,Y0.67-1.33Mo2O7,Y,"['Mo', 'O']",Y2(Mo2O7)3,Y4(Mo2O7)3,0.004373789692162,3.616899288888883,126.89586534266408,458.9695651208212,0.361336760732751,0.133851704435477,"['mp-czqmx', 'mp-cxpru']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1369275_Y,Y0-1MoO3,Y,"['Mo', 'O']",MoO3,YMoO3,0.18948762808445802,3.290074934444445,345.3145718608299,1136.1108173777318,0.958250998229166,0.179430563593745,"['mp-czxol', 'mp-daagz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1178760_Y,Y0-2W2O7,Y,"['W', 'O']",W2O7,Y2W2O7,0.023330206349665,2.923280783055555,244.5809036250626,714.9786554695082,0.304384675277775,0.028492163636363,"['mp-cpbsy', 'mp-cxilf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1331382_Y,Y0.33-0.67VO3,Y,"['V', 'O']",YV3O9,Y2V3O9,0.005919143010240001,2.799240672222221,169.40418412815112,474.20308225614264,0.12682451826923102,0.09452791575892901,"['mp-cyvei', 'mp-cxtna']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1388393_Y,Y0-0.5CrO2,Y,"['Cr', 'O']",CrO2,YCr2O4,0.23920161116042601,2.484676143888888,312.9848381476747,777.6659607444521,0.191386785833318,0.192869100119043,"['mp-dbsgj', 'mp-dazvt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1401382_Y,Y0-0.5SnO2,Y,"['Sn', 'O']",SnO2,Y(SnO2)2,0.265379203680402,1.390053098888887,205.99439627850103,286.3431489006758,0.191471521666666,0.36236783035714804,"['mp-dbtbi', 'mp-dcjvk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19342_Y,Y0-1WO3,Y,"['W', 'O']",WO3,YWO3,0.195374069528524,0.670976573055554,250.68101321315757,168.20108717585876,0.000142558437499,0.8033917662500011,"['mp-flmlc', 'mp-botbn', 'mp-exetj', 'mp-ffpfw', 'mp-bcru', 'mp-bcpy', 'mp-dbuku']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1387606_Y,Y0-1CrO3,Y,"['Cr', 'O']",CrO3,YCrO3,0.199811290083892,4.149003968888889,425.6452069312368,1766.003652896234,0.9361538007500011,0.2131561375,"['mp-dayrm', 'mp-dazcu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1386422_Y,Y0-1WO3,Y,"['W', 'O']",WO3,YWO3,0.19361039997518,2.97394233388889,250.68101321315757,745.5108774967696,1.2287365140625,0.40448747425000203,"['mp-dawxy', 'mp-dbtxt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-1396182_Y,Y0.33-0.67CrO3,Y,"['Cr', 'O']",YCr3O9,Y2Cr3O9,0.050611397344074,2.10667417222223,168.28244487503977,354.51628025665747,0.24468359769234002,0.44494996303572804,"['mp-dbrfm', 'mp-dblji']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18725_Y,Y0-1CrO3,Y,"['Cr', 'O']",CrO3,YCrO3,0.22095334396721303,3.526427633055554,425.6452069312368,1501.007019599963,0.202776377,0.0,"['mp-dbccs', 'mp-dqkqv', 'mp-czrvz', 'mp-bbsf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-18770_Y,Y0-1CrO3,Y,"['Cr', 'O']",CrO3,YCrO3,0.161074995067991,3.286870615555557,425.6452069312368,1399.040723314347,0.40224307075000004,0.30330756549999904,"['mp-ddjem', 'mp-bbty']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-19385_Y,Y0.67-1MnO3,Y,"['Mn', 'O']",Y2Mn3O9,YMnO3,0.023374774614825,4.16942380055555,139.70594485722177,582.4932915668016,0.28735368803570904,0.0,"['mp-cybua', 'mp-bcrp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
