battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-754301_Li,Li4-5Ti2V5O12,Li,"['Ti', 'V', 'O']",Li4Ti2V5O12,Li5Ti2V5O12,0.010909541331719001,1.821959553333333,46.438496122797204,84.60906165336334,0.057751034891309005,0.039652317083336004,"['mp-brfdk', 'mp-bqxvp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754310_Li,Li0-1Fe5(OF2)4,Li,"['Fe', 'O', 'F']",Fe5(OF2)4,LiFe5(OF2)4,0.041917928647269,4.668649563333337,53.373368675317565,249.18155435965053,0.075080378905228,0.05249199330247,"['mp-bqxvy', 'mp-coysm']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754295_Li,Li3-4FeOF4,Li,"['Fe', 'O', 'F']",Li3FeOF4,Li4FeOF4,0.014602450571506002,2.750019168333328,152.6262752801652,419.72518261177356,0.06600566919753001,0.06747396749999901,"['mp-bqxvj', 'mp-bqygu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754314_Li,Li3-4Cr3NiO8,Li,"['Cr', 'Ni', 'O']",Li3Cr3NiO8,Li4Cr3NiO8,0.010534000656814,3.6035194383333398,72.35022143981372,260.7154293260904,0.055751571629638,0.017937777031249002,"['mp-brbgp', 'mp-cvlre', 'mp-cwzch', 'mp-bqxwc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754332_Li,Li0-1Fe7(OF3)3,Li,"['Fe', 'O', 'F']",Fe7(OF3)3,LiFe7(OF3)3,0.001271341499456,3.197354023333337,43.449660501825065,138.92394681797794,0.09571146381579,0.06208236699999801,"['mp-bsliw', 'mp-bqxwu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754425_Li,Li2-4MnCr3O8,Li,"['Mn', 'Cr', 'O']",Li2MnCr3O8,Li4MnCr3O8,0.0064111751181310005,3.300581798333337,146.18237075783225,482.4868721605166,0.12377689170635701,0.029353238583333004,"['mp-bqyaj', 'mp-bskqx', 'mp-cpaba', 'mp-bqzql', 'mp-brbtg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754424_Li,Li3-4NbNi3O8,Li,"['Nb', 'Ni', 'O']",Li3NbNi3O8,Li4NbNi3O8,0.000185989895293,3.835749133333341,63.10005280185218,242.03597284799258,0.070027754800003,0.046286955052083,"['mp-brckc', 'mp-bqyai']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754461_Li,Li0-1V4OF11,Li,"['V', 'O', 'F']",V4OF11,LiV4OF11,0.0031087174699170003,2.9457807433333203,61.51518923605388,181.21025987407268,0.002904022083332,0.041644158088240006,"['mp-bqybt', 'mp-bseoc']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754464_Li,Li0-3Co4NiO8,Li,"['Co', 'Ni', 'O']",Co4NiO8,Li3Co4NiO8,0.009896939061239,3.269185533333332,181.39980350363763,593.0296133636012,0.11960069670329901,0.16404271328125,"['mp-ewauz', 'mp-bqzpc', 'mp-bqybw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754427_Li,Li0-1Fe3(OF3)2,Li,"['Fe', 'O', 'F']",Fe3(OF3)2,LiFe3(OF3)2,0.016859034132854,5.6058908983333335,83.63304202643371,468.83770909591385,0.123102705833335,0.007114822268516001,"['mp-bsgpv', 'mp-bqyal']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754449_Li,Li4-5Cu2Ni5O12,Li,"['Cu', 'Ni', 'O']",Li4Cu2Ni5O12,Li5Cu2Ni5O12,0.007175999631495,3.804458318333336,41.407801579471844,157.5342551629179,0.028288320742756,0.013139647083331001,"['mp-bwinl', 'mp-bqybh']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754450_Li,Li0-2CrWO6,Li,"['Cr', 'W', 'O']",CrWO6,Li2CrWO6,0.08616443744320801,4.295765100833326,155.04979481834803,666.0574974720273,0.18985628678124802,0.07004498122222,"['mp-dyoox', 'mp-dawsn', 'mp-bqybi']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754452_Li,Li0-1V6O7F5,Li,"['V', 'O', 'F']",V6O7F5,LiV6O7F5,0.045889544520743,1.962030893333353,51.58318989000849,101.20781214087738,0.032209103888888,0.096561023190794,"['mp-bsgia', 'mp-bqybk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754547_Li,Li0-2TiMnO4,Li,"['Ti', 'Mn', 'O']",TiMnO4,Li2TiMnO4,0.15995638631730402,2.886352849583336,296.665841697438,856.2822975574392,0.053147532083333004,0.059238042187503004,"['mp-bscxc', 'mp-bqyfb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754492_Li,Li2-4V3CrO8,Li,"['V', 'Cr', 'O']",Li2V3CrO8,Li4V3CrO8,0.00217997685529,2.74814012833333,148.65769599608123,408.53217975240784,0.082269896339294,0.0230913528125,"['mp-bsmky', 'mp-bqycy', 'mp-cozrn']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754552_Li,Li0.5-0.75MnBO3,Li,"['Mn', 'B', 'O']",LiMn2(BO3)2,Li3Mn4(BO3)4,0.014915362475103002,3.524345443333349,56.327882171785355,198.51891486474952,0.07640594154547001,0.037167577260884,"['mp-bwksw', 'mp-bqyfg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754519_Li,Li1-4Nb(TeO4)3,Li,"['Nb', 'Te', 'O']",LiNb(TeO4)3,Li4Nb(TeO4)3,0.10563107665155701,3.147598126666669,115.6127969795492,363.90262319152305,0.019976008245801,0.086641602906254,"['mp-bqydz', 'mp-brjcs', 'mp-brggs']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754504_Li,Li0-4Mn3CrO8,Li,"['Mn', 'Cr', 'O']",Mn3CrO8,Li4Mn3CrO8,0.075129767720905,3.384424950833332,287.7475029089693,973.8598283851026,0.05743332770831801,0.040365107430559,"['mp-brbfb', 'mp-bqydk', 'mp-bqzyg', 'mp-cpaed', 'mp-cozsk']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754484_Li,Li1-4TiV3O10,Li,"['Ti', 'V', 'O']",LiTiV3O10,Li4TiV3O10,0.013325724089418001,3.093052181666668,206.98815016132517,640.2251494356348,0.069599992166667,0.047962228819440005,"['mp-brbtc', 'mp-bqycq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754573_Li,Li0-2Mn2Si2O7,Li,"['Mn', 'Si', 'O']",Mn2Si2O7,Li2Mn2Si2O7,0.05273737411359301,3.196446490833335,183.61902025801152,586.9283729539761,0.08850515926136901,0.030063364871796002,"['mp-brbkw', 'mp-bqygb', 'mp-bwwwq']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754522_Li,Li0-1VCoO4,Li,"['V', 'Co', 'O']",VCoO4,LiVCoO4,0.180260592180564,4.222642800833332,148.22738087574749,625.9112827413554,0.131433927083333,0.041527882180449005,"['mp-brwzs', 'mp-bqyec']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754650_Li,Li0-2V3NiO8,Li,"['V', 'Ni', 'O']",V3NiO8,Li2V3NiO8,0.06590976294560501,2.856987448333332,151.67998167130156,433.3478037983385,0.051716695000001006,0.06955267511905,"['mp-bqzxo', 'mp-bqyja']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754623_Li,Li0-2CrCo3O8,Li,"['Cr', 'Co', 'O']",CrCo3O8,Li2CrCo3O8,0.011239206292987,4.524467178333329,144.60988235146408,654.2826663618433,0.10345884000000401,0.019597835753970002,"['mp-bqyhz', 'mp-briwa']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754620_Li,Li0-4TiMn5O12,Li,"['Ti', 'Mn', 'O']",TiMn5O12,Li4TiMn5O12,0.10185248258994001,3.1113901558333312,197.6823752279974,615.0669962661419,0.054719622361110005,0.09408561431819001,"['mp-brbxw', 'mp-bqyhw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754609_Li,Li0-1V2OF5,Li,"['V', 'O', 'F']",V2OF5,LiV2OF5,0.009724646901244001,3.015203390000001,121.92721344604826,367.6353473157784,0.004535261249999,0.06981619749999801,"['mp-bqyhl', 'mp-bseod']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754593_Li,Li0-5Fe7O3F13,Li,"['Fe', 'O', 'F']",Fe7O3F13,Li5Fe7O3F13,0.0064601937604160005,3.522053267333335,185.9670850749513,654.9859796046886,0.138528501086955,0.05279151607142701,"['mp-bqygv', 'mp-bsknp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754615_Li,Li2-3VCr2O6,Li,"['V', 'Cr', 'O']",Li2VCr2O6,Li3VCr2O6,0.004597752655576001,2.939355150000001,98.62438053278468,289.89208083460056,0.05315704836175401,0.0015298279166560001,"['mp-bwijx', 'mp-bqyhr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754576_Li,Li2-4MgCo3O8,Li,"['Mg', 'Co', 'O']",Li2MgCo3O8,Li4MgCo3O8,0.03568337738755,3.365441028333333,150.2056654214094,505.5083090973207,0.014846473189938002,0.029200252812499,"['mp-cpamy', 'mp-cpamz', 'mp-curyz', 'mp-bqyge']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754594_Li,Li0-1VBO4,Li,"['V', 'B', 'O']",VBO4,LiVBO4,0.12516186221533301,2.7949190533333352,201.98401509493772,564.5289722576094,0.0,0.087599098333332,"['mp-bqygw', 'mp-bqysz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754643_Li,Li0.5-1VSiO4,Li,"['V', 'Si', 'O']",LiV2(SiO4)2,LiVSiO4,0.0070948567226860005,3.453059493333332,89.3587634276257,308.5611263662903,0.07786795538457601,0.009758551875028,"['mp-bqyit', 'mp-brqnb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754709_Li,Li1-4TiV3O8,Li,"['Ti', 'V', 'O']",LiTiV3O8,Li4TiV3O8,0.024346508071475002,2.508448786666666,225.56960453743443,565.8298008108071,0.10262288641026,0.020228368984375,"['mp-bsnwq', 'mp-bqylh', 'mp-cuwhn', 'mp-brukm', 'mp-cwifm', 'mp-braut', 'mp-brmev', 'mp-brhsh', 'mp-btnwv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754708_Li,Li2-5V5Cr2O12,Li,"['V', 'Cr', 'O']",Li2V5Cr2O12,Li5V5Cr2O12,0.033057878056564,2.090797828333341,137.35016537667428,287.1714274907758,0.094434581086311,0.056836381493053006,"['mp-bsnuk', 'mp-bqylg', 'mp-brzph']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754705_Li,Li0-2Fe4OF8,Li,"['Fe', 'O', 'F']",Fe4OF8,Li2Fe4OF8,0.061667072957571005,3.590762195833332,132.27179293048732,474.9565536298885,0.11927537303419201,0.056960185666667,"['mp-bqyld', 'mp-bwjil']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754734_Li,Li0.33-0.83MnBO3,Li,"['Mn', 'B', 'O']",LiMn3(BO3)3,Li5Mn6(BO3)6,0.019850421208827,3.348880423333344,112.1106191739135,375.44505779929887,0.08681367941406201,0.026623442199992003,"['mp-bsmis', 'mp-bwiji', 'mp-bsnts', 'mp-bskbf', 'mp-bsklr', 'mp-bqymg', 'mp-bskhw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754724_Li,Li1-2MnNbO4,Li,"['Mn', 'Nb', 'O']",LiMnNbO4,Li2MnNbO4,0.048195935435574,1.296598040833321,118.73561596008173,153.95236703097962,0.080271455,0.10582338359375001,"['mp-brukj', 'mp-bqylw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754784_Li,Li0-3Mn3CoO8,Li,"['Mn', 'Co', 'O']",Mn3CoO8,Li3Mn3CoO8,0.143551763380659,3.7676087550000013,215.8128891744002,813.0985306953152,0.164169671875,0.099003747818175,"['mp-brztf', 'mp-bqyoe', 'mp-cpabp', 'mp-cpafu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754773_Li,Li3-4CrFe3O8,Li,"['Cr', 'Fe', 'O']",Li3CrFe3O8,Li4CrFe3O8,0.0011985996099060001,4.079103233333332,71.41533139908996,291.31050921959934,0.07560895635185301,0.004852499270832001,"['mp-bqynt', 'mp-brgdr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754767_Li,Li0-1Fe3(SnS4)2,Li,"['Fe', 'Sn', 'S']",Fe3(SnS4)2,LiFe3(SnS4)2,0.006412467451534,2.032004003333331,40.09700717122853,81.47727909362169,0.16857121230769,0.136522251339285,"['mp-bqynn', 'mp-bschf']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754753_Li,Li2-3Mn(PO4)2,Li,"['Mn', 'P', 'O']",Li2Mn(PO4)2,Li3Mn(PO4)2,0.048648504276882006,4.475758013333338,100.86978158508504,451.4687332326279,0.041632795192312,0.016905790000049003,"['mp-breng', 'mp-dqqkn', 'mp-dqrmj', 'mp-brgac', 'mp-bqymz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754836_Li,Li0-1V6O7F5,Li,"['V', 'O', 'F']",V6O7F5,LiV6O7F5,0.045403962055904,1.9259309833333351,51.58318989000849,99.34566362833421,0.028425926666667004,0.09487695582237501,"['mp-bqyqe', 'mp-bsfms']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754751_Li,Li3-4Nb3TeO12,Li,"['Nb', 'Te', 'O']",Li3Nb3TeO12,Li4Nb3TeO12,0.024036562763532002,2.703044483333319,42.80867452814732,115.7137515221202,0.018303648552633,0.039372406468751,"['mp-bqymx', 'mp-brblz', 'mp-brafr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754849_Li,Li0-1V4O5F7,Li,"['V', 'O', 'F']",V4O5F7,LiV4O5F7,0.012102950497482001,3.43849284333334,63.25686848681411,217.50828958358863,0.0,0.035918429787582,"['mp-bqzdl', 'mp-bqyqr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754888_Li,Li2-3CrFe3O8,Li,"['Cr', 'Fe', 'O']",Li2CrFe3O8,Li3CrFe3O8,0.0050509482547800005,3.509374733333335,72.76104812840391,255.3457838726715,0.11923305837301501,0.078833130685187,"['mp-bqyse', 'mp-bruwl', 'mp-brmcb', 'mp-brgsd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
